PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231020-254942,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-31T04:45:00.000Z,2023-10-31T05:45:00.000Z,2023-10-31T09:00:00.000Z,2023-10-31T10:00:00.000Z
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231206-270115,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,IP24 1HP,LE67 1UA,52.425970,0.736590,52.701119,-1.339519,2023-12-12T09:00:00.000Z,2023-12-12T09:30:00.000Z,2023-12-13T12:00:00.000Z,2023-12-13T12:00:00.000Z
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231212-272706,CAUK001068,Tractor Unit,Temperature-Controlled,S42 5BX,BS11 8HT,53.193640,-1.361769,51.509228,-2.684362,2023-12-21T22:00:00.000Z,2023-12-21T22:30:00.000Z,2023-12-22T02:30:00.000Z,2023-12-22T03:00:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231108-261048,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-16T00:30:00.000Z,2023-11-16T01:00:00.000Z,2023-11-17T02:30:00.000Z,2023-11-17T03:00:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231206-270126,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NW10 7LQ,52.800481,-1.663328,51.526489,-0.266374,2023-12-07T13:00:00.000Z,2023-12-07T23:59:00.000Z,2023-12-08T14:30:00.000Z,2023-12-08T15:00:00.000Z
22ea5531-3b70-47df-b7f0-d569684fb731,SEZHUK-231109-261437,CAUK000051,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,ST4 4EX,52.325600,-0.613059,52.990933,-2.182771,2023-11-13T12:30:00.000Z,2023-11-13T13:00:00.000Z,2023-11-13T16:30:00.000Z,2023-11-13T17:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-22T14:20:00.000Z,2023-12-22T16:00:00.000Z,2023-12-23T05:00:00.000Z,2023-12-23T07:56:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231214-274014,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RM19 1ND,53.293393,-1.074008,51.480755,0.261461,2023-12-16T07:00:00.000Z,2023-12-16T07:59:00.000Z,2023-12-16T15:00:00.000Z,2023-12-16T15:00:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231114-262627,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8TS,52.800481,-1.663328,51.459807,-3.195345,2023-11-15T19:00:00.000Z,2023-11-15T20:00:00.000Z,2023-11-16T11:00:00.000Z,2023-11-16T11:30:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257614,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-31T22:19:00.000Z,2023-11-01T00:01:01.000Z,2023-11-01T06:00:00.000Z,2023-11-01T08:56:01.000Z
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-230925-247286,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-07T04:45:00.000Z,2023-10-07T05:45:00.000Z,2023-10-07T09:00:00.000Z,2023-10-07T10:00:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231010-251436,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SS17 9DY,52.800481,-1.663328,51.510091,0.459598,2023-10-11T14:00:00.000Z,2023-10-11T14:30:00.000Z,2023-10-12T07:30:00.000Z,2023-10-12T08:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763558,-1.739636,51.398851,-1.231993,2023-11-30T00:20:00.000Z,2023-11-30T02:00:01.000Z,2023-11-30T07:37:00.000Z,2023-11-30T10:33:01.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231206-270550,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-12-15T00:30:00.000Z,2023-12-15T01:00:00.000Z,2023-12-15T03:00:00.000Z,2023-12-15T03:30:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231227-276907,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.175340,-1.753679,2023-12-29T17:00:00.000Z,2023-12-29T17:59:00.000Z,2023-12-30T12:55:00.000Z,2023-12-30T13:25:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231203-269301,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-08T16:20:00.000Z,2023-12-08T18:00:01.000Z,2023-12-09T05:00:00.000Z,2023-12-09T07:56:01.000Z
d04c44f7-f1b2-466e-be15-e88ab9443f50,SEZHUK-231201-268921,CAUK000155,Tractor Unit,Box,RM9 6RS,EH54 8QX,51.530739,0.138456,55.901847,-3.583873,2023-12-07T11:00:00.000Z,2023-12-07T11:30:00.000Z,2023-12-08T09:00:00.000Z,2023-12-08T09:30:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-230927-248093,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-05T00:30:00.000Z,2023-10-05T01:00:00.000Z,2023-10-05T03:00:00.000Z,2023-10-05T03:30:00.000Z
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231024-255929,CAUK000310,Tractor Unit,Tractor Only,ST16 3EF,CV8 3ED,52.806693,-2.120660,52.371656,-1.452312,2023-10-31T14:00:00.000Z,2023-10-31T15:00:00.000Z,2023-10-31T17:30:00.000Z,2023-10-31T18:30:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231205-269969,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,NN15 5YT,53.462845,-2.896967,52.370504,-0.684925,2023-12-07T06:00:00.000Z,2023-12-07T06:01:00.000Z,2023-12-07T15:35:00.000Z,2023-12-07T16:05:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231102-258790,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-10T00:30:00.000Z,2023-11-10T01:00:00.000Z,2023-11-10T03:00:00.000Z,2023-11-10T03:30:00.000Z
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231227-277020,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,GL3 4AJ,S80 3EG,51.843233,-2.170887,53.295391,-1.066283,2023-12-28T16:00:00.000Z,2023-12-28T17:00:00.000Z,2023-12-28T21:30:00.000Z,2023-12-28T22:00:00.000Z
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231205-269663,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.324870,0.446613,51.515717,0.100453,2023-12-07T09:00:00.000Z,2023-12-07T09:30:00.000Z,2023-12-07T13:30:00.000Z,2023-12-07T14:00:00.000Z
39a4e234-5d35-4d94-8e8a-b8bf6fe13953,SEZHUK-231110-261694,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.180450,55.825996,-3.989714,2023-11-27T16:00:00.000Z,2023-11-27T17:00:00.000Z,2023-11-27T23:00:00.000Z,2023-11-27T23:59:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231206-270776,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,CM19 5BD,53.293393,-1.074008,51.762509,0.053285,2023-12-08T16:00:00.000Z,2023-12-08T16:59:00.000Z,2023-12-09T10:30:00.000Z,2023-12-09T11:00:00.000Z
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231003-249552,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,HP5 1QJ,53.566639,-0.919839,51.692773,-0.592602,2023-10-04T06:00:00.000Z,2023-10-04T18:00:00.000Z,2023-10-05T11:31:00.000Z,2023-10-05T11:59:00.000Z
63f8c121-3f15-4468-8891-69a44c41fbf0,SEZHUK-230929-248672,CAUK000146,Tractor Unit,Curtain-Side 13.6M Trailer,NP26 3RA,SO16 0WB,51.585139,-2.844668,50.941738,-1.478680,2023-10-03T13:00:00.000Z,2023-10-03T13:30:00.000Z,2023-10-03T18:30:00.000Z,2023-10-04T17:00:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231201-268764,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DA17 6JY,53.462845,-2.896967,51.502211,0.154551,2023-12-05T07:00:00.000Z,2023-12-05T07:01:00.000Z,2023-12-05T15:55:00.000Z,2023-12-05T16:25:00.000Z
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231215-274625,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16T19:30:00.000Z,2023-12-16T20:30:00.000Z,2023-12-17T06:00:00.000Z,2023-12-17T07:00:00.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231103-259391,CAUK000155,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753295,-1.722689,51.398689,-1.232386,2023-11-08T19:00:00.000Z,2023-11-08T19:30:00.000Z,2023-11-09T02:00:00.000Z,2023-11-09T02:30:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231001-249109,CAUK000689,Tractor Unit,Box 44ft,SN3 4TT,DE74 2HL,51.602351,-1.733719,52.849282,-1.354253,2023-10-02T19:00:00.000Z,2023-10-02T21:00:01.000Z,2023-10-02T23:58:00.000Z,2023-10-03T00:43:01.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231013-252807,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,BN1 8AF,52.800481,-1.663328,50.869060,-0.122050,2023-10-16T12:00:00.000Z,2023-10-16T12:30:00.000Z,2023-10-17T12:00:00.000Z,2023-10-17T16:00:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231027-257111,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,ASHBOURNE,53.293393,-1.074008,53.523410,-6.410445,2023-10-31T06:00:00.000Z,2023-10-31T06:59:00.000Z,2023-11-02T05:55:00.000Z,2023-11-02T06:25:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231127-266920,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF3 2GJ,52.800481,-1.663328,51.503280,-3.109119,2023-11-28T13:00:00.000Z,2023-11-28T13:00:00.000Z,2023-11-29T05:35:00.000Z,2023-11-29T06:05:00.000Z
1efc40ea-69b6-473c-9fe1-afe97714399d,SEZHUK-231106-260193,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,ST4 4FA,53.483205,-1.924197,52.983393,-2.181287,2023-11-07T10:00:00.000Z,2023-11-07T10:30:00.000Z,2023-11-07T16:30:00.000Z,2023-11-07T17:00:00.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231128-267167,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,NG13 0EP,S43 3FG,52.958017,-0.793071,53.258602,-1.320728,2023-12-21T11:00:00.000Z,2023-12-21T13:00:00.000Z,2023-12-21T17:00:00.000Z,2023-12-21T19:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-230921-246294,CAUK000912,3.5 T Van,Box,S35 2PW,LS27 0FU,53.476793,-1.471546,53.734398,-1.604189,2023-10-01T03:15:00.000Z,2023-10-01T03:45:00.000Z,2023-10-01T05:00:00.000Z,2023-10-01T05:30:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231115-263171,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,WA5 3XA,52.690284,-1.548894,53.407297,-2.661854,2023-11-17T11:00:00.000Z,2023-11-17T12:00:00.000Z,2023-11-17T16:30:00.000Z,2023-11-17T17:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257580,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771841,-0.439918,2023-11-03T22:19:00.000Z,2023-11-04T01:00:01.000Z,2023-11-04T05:51:00.000Z,2023-11-04T08:46:01.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231110-261645,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DONABATE,53.464178,-2.895312,53.483755,-6.138690,2023-11-14T13:00:00.000Z,2023-11-14T13:01:00.000Z,2023-11-16T21:55:00.000Z,2023-11-16T22:25:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231119-264274,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763558,-1.739636,51.659325,-0.021793,2023-11-20T22:19:00.000Z,2023-11-21T01:00:01.000Z,2023-11-21T06:00:00.000Z,2023-11-21T08:55:01.000Z
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231116-263462,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.324870,0.446613,51.515717,0.100453,2023-11-17T09:00:00.000Z,2023-11-17T09:30:00.000Z,2023-11-17T13:30:00.000Z,2023-11-17T14:00:00.000Z
7369cda1-1d0c-42c5-be31-cf18efe77ddb,SEZHUK-231107-260420,CAUK000199,3.5 T Van,LWB Van,LS11 5LX,WF17 5JE,53.767204,-1.547784,53.711994,-1.633176,2023-11-08T06:00:00.000Z,2023-11-08T06:30:00.000Z,2023-11-08T07:30:00.000Z,2023-11-08T08:00:00.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231127-266808,CAUK000155,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753295,-1.722689,51.398689,-1.232386,2023-12-30T19:00:00.000Z,2023-12-30T19:30:00.000Z,2023-12-31T02:00:00.000Z,2023-12-31T02:30:00.000Z
c7051f08-8889-4b8c-85b7-09833a679b7e,SEZHUK-231123-265805,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME11 5AR,53.462845,-2.896967,51.411125,0.752907,2023-11-24T10:00:00.000Z,2023-11-24T10:01:00.000Z,2023-11-27T07:55:00.000Z,2023-11-27T08:25:00.000Z
7369cda1-1d0c-42c5-be31-cf18efe77ddb,SEZHUK-231102-258896,CAUK000199,18T Rigid,Curtain Side,LS10 1SL,LE18 4PQ,53.771668,-1.514934,52.577172,-1.131889,2023-11-03T05:00:00.000Z,2023-11-03T05:30:00.000Z,2023-11-03T09:00:00.000Z,2023-11-03T09:30:00.000Z
872e72c8-dd37-43fe-820c-ff962d398840,SEZHUK-231024-255885,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,NN4 9BA,OX11 7HJ,52.213462,-0.951036,51.619119,-1.256837,2023-10-26T06:30:00.000Z,2023-10-26T07:00:00.000Z,2023-10-26T10:00:00.000Z,2023-10-26T10:30:00.000Z
d04c44f7-f1b2-466e-be15-e88ab9443f50,SEZHUK-231116-263441,CAUK000155,Tractor Unit,Box,DA8 1DL,EH54 8QX,51.493182,0.167098,55.901847,-3.583873,2023-11-20T11:00:00.000Z,2023-11-20T11:30:00.000Z,2023-11-21T08:00:00.000Z,2023-11-21T08:30:00.000Z
39a4e234-5d35-4d94-8e8a-b8bf6fe13953,SEZHUK-230922-246664,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.180450,55.735089,-4.168719,2023-10-25T16:00:00.000Z,2023-10-25T17:00:00.000Z,2023-10-25T23:00:00.000Z,2023-10-25T23:59:00.000Z
